Global Rank,Stars,Username,Country,Country Rank,Rating,Highest Rating,Fully Solved,Partially Solved,Last Contest,Institute
358,6,saharshluthra,India,800,2370,2371,255,31,20190916 150000,Indian Institute of Technology Roorkee
359,6,nirjhor,Bangladesh,40,2369,2401,391,31,20200817 150000,University of Dhaka
359,6,blake786,India,810,2369,2369,390,33,20190617 150000,Indian Institute of Information TechnologyAllahabad
359,6,fsshakkhor,Bangladesh,40,2369,2369,563,38,20200829 223000,Islamic University of Technology
359,6,Gassa,Russia,250,2369,2369,41,0,20130422 000000,Saint Petersburg State University
364,6,aid,Russia,260,2368,2368,116,3,20160615 150000,Saint Petersburg State University
365,6,utkarsh25dec,India,820,2367,2474,107,23,20200716 001500,Indian Institute of Technology Kanpur
366,6,adityasheth,India,830,2366,2389,177,7,20200824 001500,International Institute of Information TechnologyBangalore
366,6,emkjp,Japan,220,2366,2487,246,7,20200615 150000,Tokyo
368,6,rubabredwan,Bangladesh,60,2365,2389,137,47,20170624 223000,Rajshahi University School
368,6,physics0523,Japan,230,2365,2441,169,35,20200829 223000,
368,6,Ra16bit,Belarus,110,2365,2702,343,19,20200720 000000,Other
368,6,anta0,Japan,230,2365,2941,538,6,20180611 150000,Home
372,6,m0nk3ydluffy,India,840,2363,2363,109,29,20200511 150000,National Institute of TechnologyKurukshetra
372,6,w0nsh,Poland,90,2363,2475,74,6,20200824 001500,University of Wroc
372,6,anand20,India,840,2363,2404,123,16,20200316 150000,Vellore Institute of TechnologyVellore
376,6,yousef,Egypt,20,2362,2377,45,2,20200323 000000,Arab Academy for Science and Technology and Maritime Transport
377,6,aropan,Belarus,120,2361,2361,145,0,20200525 000000,WANNABY
377,6,ptnk131627,Vietnam,60,2361,2453,371,20,20191130 223000,National University of Singapore
379,6,gerald,Mexico,30,2360,2377,104,0,20140721 010000,Google
379,6,naman18jain,India,860,2360,2360,124,18,20200413 173000,Indian Institute of Technology BHU
379,6,thuustalu,Estonia,20,2360,2360,61,6,20191111 150000,University of TartuEstonia
382,6,mateocv,Argentina,20,2359,2359,47,10,20200817 150000,Universidad Nacional de C
382,6,naveeniitr,India,870,2359,2450,254,11,20171120 000000,Indian Institute of Technology Roorkee
382,6,nic6200,India,870,2359,2489,422,30,20200824 001500,Birla Institute of Technology  Science PilaniGoa Campus
385,6,crazycloud,China,480,2358,2490,67,0,20180716 150000,Shanghai Jiao Tong University
386,6,llaki10,Georgia,30,2357,2357,149,36,20200817 150000,Google
386,6,sd0061,China,490,2357,2357,161,2,20160411 170000,Beihang University
386,6,azizkhan,Kazakhstan,10,2357,2357,109,0,20140922 000000,KazakhBritish Technical University
389,6,sftperson,United States,250,2356,2356,58,19,20200817 150000,
390,6,mathmaniac,India,890,2355,2423,443,16,20190114 200000,Indian Institute of Technology Delhi
390,6,mrbrionix,Italy,20,2355,2355,153,17,20200627 223000,University of MilanItaly
390,6,neo1tech97,India,890,2355,2356,362,20,20191118 000000,Jaypee Institute of Information Technology
390,6,alishahali1382,Iran,60,2355,2509,73,6,20200530 223000,Allameh Helli High Schools
395,6,bharathg,India,910,2354,2354,274,28,20171023 000000,National Institute of Technology Warangal
395,6,lanfeust,France,30,2354,2354,61,15,20200217 150000,Soci
397,6,vishalm2017,India,920,2353,2353,438,29,20200713 150000,Institute of Engineering and TechnologyDevi Ahilya Vishwavidyalaya
397,6,aditya1495,India,920,2353,2400,496,24,20170717 150000,Indian Institute of Technology Indore
397,6,imranasuman,India,920,2353,2353,235,38,20200413 173000,Jalpaiguri Government Engineering College
397,6,akshatjain,India,920,2353,2353,195,15,20170118 150000,International Institute of Information TechnologyHyderabad
397,6,thanglegons,Vietnam,70,2353,2366,188,20,20190812 150000,VNU University of Engineering and TechnologyHanoi
402,6,dshekhar,India,960,2352,2352,36,5,20200413 173000,Birla Institute of Technology  Science PilaniGoa Campus
402,6,adancito,Mexico,40,2352,2352,142,13,20200425 224000,Monterrey Institute of Technology and Higher EducationMexico
404,6,aneesh2312,India,970,2350,2377,266,40,20200716 001500,Indian Institute of Information Technology Design and Manufacturing Kancheepuram
404,6,demon1999,Russia,270,2350,2350,34,7,20170911 150000,Saint Petersburg National Research University of Information TechnologiesMechanics and Optics
404,6,ldxoi,China,500,2350,2425,80,1,20200716 001500,Chengdu Shishi High School
407,6,ultimate01,India,980,2349,2349,27,4,20191021 000000,Birla Institute of Technology  Science PilaniGoa Campus
407,6,retawb,United States,260,2349,2349,36,2,20200817 150000,Massachusetts Institute of Technology
407,6,loopfree,China,510,2349,2489,55,2,20200817 150000,Hunan University of Arts and Science
407,6,leminhquang,Vietnam,80,2349,2349,154,13,20190812 150000,Hanoi University of Science and TechnologyVietnam
411,6,caobao,China,520,2348,2348,37,3,20190114 150000,
411,6,oml1111,Estonia,30,2348,2348,60,1,20170421 190000,University of TartuEstonia
411,6,hehaodele,China,520,2348,2348,145,10,20200829 223000,Peking University
414,6,archazey,Romania,60,2347,2347,188,10,20160725 000000,University of BucharestRomania
415,6,utsavrajpara,India,990,2346,2346,83,2,20190916 150000,Dhirubhai Ambani Institute of Information and Communication TechnologyGandhinagar
415,6,aditya1701,India,990,2346,2365,240,21,20180405 020000,Delhi Technological University
415,6,abcdef6199,Vietnam,90,2346,2499,151,5,20180820 000000,Ho Chi Minh City University of Science
419,6,shivamtanay,India,1010,2345,2345,352,27,20171120 000000,Motilal Nehru National Institute of Technology Allahabad
419,6,amischenko,Belarus,130,2345,2345,62,12,20200627 223000,Club of Young FirefightersMozyr
421,6,dhruv1998,India,1020,2344,2344,44,3,20190415 150000,
422,6,micgor,Poland,100,2343,2476,75,8,20200323 000000,University of Wroc
423,6,peti25,Hungary,40,2342,2342,137,15,20200817 150000,
423,6,guptanitesh,India,1030,2342,2342,266,18,20190923 000000,International Institute of Information TechnologyHyderabad
423,6,souradeep1999,India,1030,2342,2420,769,44,20190812 150000,Kalyani Government Engineering College
423,6,nitix,India,1030,2342,2454,508,42,20200824 001500,Indian Institute of Technology Kharagpur
430,6,lexman,Singapore,20,2340,2373,46,5,20180319 000000,National University of Singapore
430,6,tapasjain01,India,1060,2340,2348,149,4,20170518 150000,Indian Institute of Technology Delhi
430,6,xuzhiyuan,China,540,2340,2340,38,1,20191216 150000,China Zhejiang Quzhou No2 High School
430,6,pk301,India,1060,2340,2340,291,36,20200425 224000,Institute of Engineering and ManagementKolkata
435,6,sarthakmanna,India,1080,2339,2378,1442,86,20200615 150000,D E Shaw India Pvt Ltd
435,6,riantkb,Japan,250,2339,2339,28,6,20180813 150000,Tokyo Institute of Technology
437,6,ctlin04,Romania,70,2337,2342,144,14,20191021 000000,Faculty of Computer Science
437,6,kaspers,India,1090,2337,2344,194,30,20170417 150000,Delhi Technological University
440,6,forgotter,India,1100,2336,2336,156,30,20200615 150000,National Institute of Technology Silchar
440,6,alisfr32,United States,270,2336,2631,184,10,20200716 001500,Allameh Helli High Schools
440,6,pulkit365,India,1100,2336,2366,133,14,20200421 000000,Indian Institute of ScienceBangalore
440,6,hans1801,Peru,30,2336,2336,260,25,20200511 150000,Universidad Nacional de Ingenier
440,6,anudeep2011,India,1100,2336,2490,398,5,20170821 000000,Google
440,6,atharvasarage,India,1100,2336,2336,297,40,20190812 150000,Indian Institute of TechnologyHyderabad
446,6,mihil2701,India,1140,2334,2389,141,27,20200627 223000,Indian Institute of Technology BHU
446,6,noopers,India,1140,2334,2334,175,21,20180212 150000,Samsung Research Institute Delhi
449,6,shiratty8,Japan,260,2333,2333,38,2,20180219 000000,Recruit Communications CoLtd
449,6,animeshf,India,1160,2333,2393,452,50,20161017 150000,Georgia Institute of Technology
449,6,kuroni,Vietnam,100,2333,2333,59,5,20200316 150000,Purdue University
452,6,viv001,United States,280,2332,2467,388,4,20150914 150000,Facebook
453,6,wodahscc,India,1170,2331,2458,141,14,20190325 000000,Somewhere In India
453,6,jatana,Russia,280,2331,2401,41,8,20190218 000000,School Number 179
453,6,anoxx23,China,550,2331,2331,56,1,20181020 150000,Hangzhou Xuejun High School
453,6,rantd,Japan,270,2331,2359,399,31,20180816 233000,The University of Tokyo
458,6,antontrygub,Ukraine,100,2330,2438,94,7,20200720 000000,Massachusetts Institute of Technology
458,6,oipotato,China,560,2330,2330,89,2,20190415 150000,Zhejiang University
458,6,vincentsilenus,China,560,2330,2473,62,11,20151116 150000,Shanghai Jiao Tong University
458,6,vntshh,India,1180,2330,2330,421,27,20190617 150000,Indian Institute of Technology Indore
462,6,vatsal1998,India,1190,2329,2329,89,16,20191014 150000,Dwarkadas Jivanlal Sanghvi College of Engineering
462,6,pmnox,United States,290,2329,2500,230,9,20190513 150000,Imoim
464,6,shapo,Russia,290,2328,2328,143,0,20140721 010000,
464,6,creatnx,Vietnam,110,2328,2471,236,15,20180312 150000,Crap UniversityVietnam
464,6,azvezda,Bulgaria,30,2328,2328,46,10,20200716 001500,Sofia High School of Mathematics
464,6,ankurdua15,India,1200,2328,2328,356,44,20200511 150000,Indian Institute of Technology Dhanbad
464,6,blgdmbrl,Mongolia,10,2328,2345,64,20,20200316 150000,National University of Mongolia
469,6,dwarkmatter,India,1210,2327,2327,87,24,20200713 150000,Thapar Institute of Engineering  Technology
469,6,carre,Argentina,30,2327,2333,148,39,20200817 150000,UNNOBA
469,6,sanyamg123,India,1210,2327,2327,560,33,20190227 000000,Delhi Technological University
469,6,born2rule,India,1210,2327,2389,282,14,20180924 000000,International Institute of Information TechnologyHyderabad
473,6,irina,Romania,80,2326,2326,35,5,20191111 150000,
473,6,batzaya,Mongolia,20,2326,2374,83,9,20200217 150000,
473,6,samarth2017,India,1240,2326,2326,321,20,20190715 150000,
476,6,cvonder,Russia,300,2325,2325,31,1,20200530 223000,Higher School of Economics
476,6,tautsjasiunsas,Lithuania,20,2325,2590,198,30,20200720 000000,University of Cambridge
476,6,spaanse,Netherlands,20,2325,2325,109,27,20200817 150000,Radboud University Nijmegen
476,6,nasardenga,Ukraine,110,2325,2325,28,1,20190624 000000,Kremenchuk Boarding Lyceum for Gifted Children
480,6,aditya09,India,1250,2324,2324,221,11,20161126 230000,Netaji Subhas University Of Technology
480,6,inseder,Romania,90,2324,2324,270,23,20181112 150000,Smartx Net Apps
480,6,cenadar,Ukraine,120,2324,2344,57,0,20150921 000000,Taras Shevchenko National University of Kyiv
483,6,aman3456789,India,1260,2323,2323,151,16,20170612 150000,International Institute of Information TechnologyHyderabad
483,6,ankit1s103,India,1260,2323,2323,288,9,20180115 150000,Birla Institute of Technology and Science
483,6,budalnik,Russia,310,2323,2421,39,3,20200817 150000,Saint Petersburg National Research University of Information TechnologiesMechanics and Optics
483,6,climbit,Russia,310,2323,2323,62,1,20161126 230000,Saint Petersburg State University
483,6,coderpulkitc,India,1260,2323,2416,301,31,20200829 223000,Delhi Technological University
483,6,bohdan,Ukraine,130,2323,2499,340,38,20200829 223000,National University of Lviv
483,6,johntitor,Vietnam,120,2323,2323,52,5,20190916 150000,VNU University of Engineering and TechnologyHanoi
483,6,sansaqua,Japan,280,2323,2388,232,18,20200817 150000,
492,6,gauravsultane,India,1290,2322,2421,278,19,20200824 001500,International Institute of Information TechnologyHyderabad
492,6,shisui24,India,1290,2322,2322,69,12,20180924 000000,Indian Institute of Technology BHU
494,6,socho,Singapore,30,2321,2321,180,21,20200829 223000,United World College of South East Asia
494,6,ikatanic,Croatia,10,2321,2321,41,0,20180423 000000,University of ZagrebCroatia
494,6,iitbhu,India,1310,2321,2383,89,12,20190415 150000,Indian Institute of Technology BHU
497,6,samuelfgs96,Brazil,60,2320,2384,161,14,20180611 150000,Universidade de S
497,6,arsijo,Ukraine,140,2320,2320,31,8,20180127 224000,Orange Coast Community College
497,6,venom246800,India,1320,2320,2320,285,49,20200713 150000,Deenbandhu Chhotu Ram University of Science and TechnologyMurthal
497,6,wucebrayne,India,1320,2320,2320,139,11,20171023 000000,Delhi Technological University
497,6,federicos,Italy,30,2320,2320,77,14,20190427 223000,Liceo Scientifico Statale Niccol
502,6,znirzejskwarka,Poland,110,2319,2319,59,4,20200413 173000,University of Warsaw
502,6,cezarnik,Ukraine,150,2319,2319,92,14,20200525 000000,Innopolis University
504,6,bigcat11111,China,580,2318,2318,38,6,20190427 223000,
504,6,zhouzhendong,China,580,2318,2318,34,0,20190617 150000,Hangzhou Xuejun High School
504,6,abc1998,India,1340,2318,2318,54,3,20200113 150000,Indian Institute of Technology BHU
504,6,madiyar,Kazakhstan,20,2318,2465,191,22,20180514 150000,Google
511,6,iscsi,Austria,30,2317,2414,152,0,20170619 003000,
511,6,daniel060896,Peru,40,2317,2317,55,3,20200427 233000,Universidad Nacional de Ingenier
514,6,ksun48,Canada,80,2316,2316,71,1,20200720 000000,Massachusetts Institute of Technology
514,6,geothermal,United States,300,2316,2316,43,0,20200716 001500,Swarthmore CollegePennsylvaniaUnited States
516,6,anewid,India,1350,2315,2315,75,4,20200525 000000,Indian Institute of Technology Dhanbad
516,6,ardavel,Poland,120,2315,2315,132,8,20161114 150000,Google
518,6,anandveeramani,India,1360,2314,2314,161,42,20181112 150000,
518,6,nihalpi1,Canada,90,2314,2314,113,6,20170225 223500,
518,6,tanujkhattar,India,1360,2314,2511,165,9,20180312 150000,International Institute of Information TechnologyHyderabad
518,6,bomi,Poland,130,2314,2314,66,9,20180825 223000,University of Warsaw
518,6,codeblast,India,1360,2314,2314,421,34,20190617 150000,National Institute of Technology Silchar
518,6,vharalampiev,Bulgaria,40,2314,2342,142,2,20150316 150000,Sofia UniversityBulgaria
524,6,bolekk,United States,310,2313,2313,55,7,20200713 150000,Facebook
524,6,qwerty787788,Russia,330,2313,2313,49,0,20150921 000000,Saint Petersburg National Research University of Information TechnologiesMechanics and Optics
524,6,nitishk24,India,1390,2313,2381,151,7,20190417 000000,Indian Institute of Technology BHU
527,6,ucntstopme,India,1400,2312,2312,212,31,20200218 140000,Netaji Subhas University Of Technology
527,6,akim,Kazakhstan,30,2312,2312,127,7,20171016 150000,International IT University
527,6,amitgomi,India,1400,2312,2312,191,28,20191111 150000,Indian Institute of Information TechnologyLucknow
530,6,tejas919,India,1420,2311,2311,72,10,20200720 000000,Indian Institute of Technology Roorkee
530,6,aquariuslee99,Vietnam,130,2311,2311,134,8,20200114 003000,Hanoi University of Science and TechnologyVietnam
533,6,gullesnuffs,Sweden,20,2310,2310,52,2,20150720 000000,KTHRoyal Institute of Technology
533,6,mysteryname,Thailand,20,2310,2450,430,80,20200829 223000,University of Washington
533,6,raja1999,India,1430,2310,2374,282,26,20200627 223000,Indian Institute of Technology Madras
533,6,nikab,Georgia,40,2310,2450,51,4,20200511 150000,V Komarovi N199 Public School
537,6,nik84,India,1440,2309,2309,296,40,20200829 223000,Sardar Vallabhbhai National Institute of TechnologySurat
537,6,lavish315,India,1440,2309,2309,173,5,20200725 223000,Indian Institute of Technology Kanpur
537,6,samarth491,India,1440,2309,2309,132,29,20190617 150000,Indian Institute of Technology Roorkee
541,6,wrinx,Ukraine,160,2308,2308,45,1,20200323 000000,
541,6,bazsi700,Hungary,50,2308,2515,207,53,20190715 150000,Fazekas Mih
541,6,dgc9715,Cuba,20,2308,2419,131,8,20200627 223000,University of Havana
541,6,arjundabra,India,1480,2308,2428,210,17,20200427 233000,Deshaw India
541,6,cglite,India,1480,2308,2308,70,8,20200829 223000,Birla Institute of Technology  Science PilaniGoa Campus
546,6,himkha100,India,1500,2307,2307,280,54,20191216 150000,National Institute of Technology Warangal
546,6,srinivas1999,India,1500,2307,2307,526,29,20200713 150000,ABV  Indian Institute of Information Technology and Management Gwalior
546,6,avijitagarwal,India,1500,2307,2307,226,23,20200615 150000,Kalyani Government Engineering College
549,6,likecs,India,1530,2306,2363,741,71,20171230 223000,Nutanix
549,6,poikniok,United States,320,2306,2311,89,16,20170612 150000,Harvard University
549,6,bench0310,Slovenia,10,2306,2327,99,16,20200824 001500,Faculty of Computer and Information ScienceLjubljana
549,6,yubowenok,China,600,2306,2477,173,0,20170619 003000,New York University
549,6,dragneel3131,India,1530,2306,2306,260,27,20171113 190000,National Institute of TechnologyHamirpur
549,6,cheissmart,Taiwan,50,2306,2306,52,3,20200627 223000,Taipei Municipal Jianguo High School
549,6,chiraggenius,India,1530,2306,2373,244,34,20180521 000000,Birla Institute of Technology and Science
549,6,rathi22,India,1530,2306,2360,474,41,20200725 223000,Indian Institute of Technology Bombay
549,6,mefarnis,Turkey,10,2306,2306,31,7,20200817 150000,
558,6,kalptaru123,India,1570,2305,2372,168,26,20200829 223000,Indian Institute of Technology Roorkee
558,6,yp155136,Taiwan,60,2305,2305,47,7,20191111 150000,National Taiwan University
558,6,latte0119,Japan,290,2305,2400,102,7,20191216 150000,National Institute of TechnologyKurume College
558,6,semsoft,Iran,70,2305,2305,51,6,20180723 000000,Sharif University of Technology
558,6,lkzeromaker,China,610,2305,2305,47,1,20200615 150000,Yali Middle SchoolChina
564,6,arterm,Belarus,140,2304,2317,218,0,20150720 000000,Moscow Institute of Physics and Technology
564,6,autumneel,Japan,300,2304,2379,45,14,20200530 223000,Junior  Senior High School At KomabaUniversity of TsukubaSetagayaJapan
564,6,kp26,India,1580,2304,2304,58,7,20200511 150000,Dhirubhai Ambani Institute of Information and Communication TechnologyGandhinagar
567,6,nonsequitur,Brazil,70,2303,2303,42,3,20180514 150000,University of S
